title,author,isbn,openLibraryId,url,description
""The Most Dangerous Game"",""Richard Connell"",""1599869691"","""","""","The Most Dangerous Game is the popular short story originally published in 1924 which was written by Richard Connell. This is the story of a big game hunter who is trapped on an island with a fellow hunter, who is uninterested in hunting stereotypical prey, and instead decides that the only prey worthy of his skills is other humans. This title is often required reading in middle schools, and has been since adapted into movies and extended versions. This title is the original version by the author, and is considered one of the greatest short stories ever written."
""The Mother-in-Law"",""Sally Hepworth"","""",""OL21162933W"",""https://openlibrary.org/works/OL21162933W"",
""The Movement"",""Avi Datta"",""1647046289"","""","""",
""The Mutual Friend"",""Carter  Bays"","""","""","""",
""The Mysterious Case of Rudolf Diesel: Genius"," Power"," and Deception on the Eve of World War I"",""Douglas Brunt"",""1982169907"",
""The Myth of Normal: Trauma"," Illness"," and Healing in a Toxic Culture"",""Daniel Maté"",""0593083881"",
""The New Wilderness"",""Diane  Cook"",""0062333135"","""","""",
""The Old Man and the Sea"",""Ernest Hemingway"",""0684830493"","""","""","Set in the Gulf Stream off the coast of Havana, Hemingway's magnificent fable is the tale of an old man, a young boy and a giant fish. This story of heroic endeavour won Hemingway the Nobel Prize for Literature. It stands as a unique and timeless vision of the beauty and grief of man's challenge to the elements."
""The One"",""John Marrs"","""",""OL20521432W"",""https://openlibrary.org/works/OL20521432W"",
""The Only Woman in the Room"",""Marie Benedict"",""1492666866"",""OL19666130W"",""https://openlibrary.org/works/OL19666130W"","Hedy Kiesler is lucky. Her beauty leads to a starring role in a controversial film and marriage to a powerful Austrian arms dealer, allowing her to evade Nazi persecution despite her Jewish heritage. But Hedy is also intelligent. At lavish Vienna dinner parties, she overhears the Third Reich's plans. One night in 1937, desperate to escape her controlling husband and the rise of the Nazis, she disguises herself and flees her husband's castle. She lands in Hollywood, where she becomes Hedy Lamarr, screen star. But Hedy is keeping a secret even more shocking than her Jewish heritage: she is a scientist. She has an idea that might help the country and that might ease her guilt for escaping alone -- if anyone will listen to her."
""The Other Boleyn Girl"",""Philippa Gregory"","""",""OL59953W"",""https://openlibrary.org/works/OL59953W"",
""The Other Valley"",""Scott Alexander Howard"",""1668015471"","""","""",
""The Outsiders"",""S.E. Hinton"",""0670532576"","""","""","According to Ponyboy, there are two kinds of people in the world: greasers and socs. A soc (short for ""social"") has money, can get away with just about anything, and has an attitude longer than a limousine. A greaser, on the other hand, always lives on the outside and needs to watch his back.

Ponyboy is a greaser, and he's always been proud of it, even willing to rumble against a gang of socs for the sake of his fellow greasers--until one terrible night when his friend Johnny kills a soc. The murder gets under Ponyboy's skin, causing his world to crumble and teaching him that pain feels the same whether a soc or a greaser.

([source][1])


  [1]: http://www.sehinton.com/books/"
""The Overdue Life of Amy Byler"",""Kelly Harms"",""1542090571"",""OL19865358W"",""https://openlibrary.org/works/OL19865358W"",
""The Paper Magician"",""Charlie N. Holmberg"","""",""OL17974590W"",""https://openlibrary.org/works/OL17974590W"",
""The Paris Apartment"",""Lucy Foley"",""0063003058"","""","""","Jess needs a fresh start. She’s broke and alone, and she’s just left her job under less than ideal circumstances. Her half-brother Ben didn’t sound thrilled when she asked if she could crash with him for a bit, but he didn’t say no, and surely everything will look better from Paris. Only when she shows up – to find a very nice apartment, could Ben really have afforded this? – he’s not there.

The longer Ben stays missing, the more Jess starts to dig into her brother’s situation, and the more questions she has. Ben’s neighbors are an eclectic bunch, and not particularly friendly. Jess may have come to Paris to escape her past, but it’s starting to look like it’s Ben’s future that’s in question.

The socialite – The nice guy – The alcoholic – The girl on the verge – The concierge

Everyone’s a neighbor. Everyone’s a suspect. And everyone knows something they’re not telling."
""The Passion According to Carmela"",""Marcos Aguinis"",""1503960390"",""OL20179539W"",""https://openlibrary.org/works/OL20179539W"",
""The Past Is Red"",""Catherynne M. Valente"",""1250301130"","""","""",
""The Pecan Man"",""Cassie Dandridge Selleck"","""",""OL24776773W"",""https://openlibrary.org/works/OL24776773W"",
""The Perfect Child"",""Lucinda Berry"","""",""OL20162129W"",""https://openlibrary.org/works/OL20162129W"",
""The Perfect Girlfriend"",""Karen  Hamilton"",""1488034966"",""OL19365472W"",""https://openlibrary.org/works/OL19365472W"",
""The Perfect Golden Circle"",""Benjamin Myers"",""1612199585"","""","""",
""The Perfect Marriage"",""Jeneva Rose"","""",""OL24315820W"",""https://openlibrary.org/works/OL24315820W"",
""The Picture of Dorian Gray"",""Jeffrey Eugenides"","""","""","""",
""The Pit and the Pendulum"",""Edgar Allan Poe"",""0146000110"","""","""","[Black Cat](https://openlibrary.org/works/OL41068W)
Pit and the Pendulum
[Premature Burial](https://openlibrary.org/works/OL24583029W)
[Tell-tale Heart](https://openlibrary.org/works/OL41059W)"
""The Plagiarist"",""Hugh Howey"","""",""OL20916893W"",""https://openlibrary.org/works/OL20916893W"",
""The Poet X"",""Elizabeth Acevedo"","""",""OL19734273W"",""https://openlibrary.org/works/OL19734273W"",
""The Priory of the Orange Tree"",""Samantha Shannon"","""",""OL20157354W"",""https://openlibrary.org/works/OL20157354W"",
""The Professor and the Madman: A Tale of Murder"," Insanity and the Making of the Oxford English Dictionary"",""Simon Winchester"",""0060839783"","""",
""The Quantum Thief"",""Hannu Rajaniemi"",""0575088877"","""","""","A breathtaking joyride through the solar system several centuries hence, a world of marching cities, ubiquitous public-key encryption, people who communicate via shared memory, and a race of hyper-advanced humans who originated as an MMORPG guild."
""The Queen of the Damned"",""Anne Rice"",""0345419626"","""","""","The third book in The Vampire Chronicles, Queen of the Damned, follows three parallel storylines.

The rock star Vampire Lestat prepares for a concert in San Francisco, unaware that hundreds of vampires will be among the fans that night and that they are committed to destroying him for risking exposing them all.

The sleep of a group of men and women, vampires and mortals, around the world is disturbed by a mysterious dream of red-haired twins who suffer an unspeakable tragedy. The dreamers, as if pulled, move toward each other, the nightmare becoming clearer the closer they get. Some die on the way, some live to face they terrifying fate their pilgrimage is building to.

Lestat's journey to a cavern deep beneath a Greek Island on his quest for the origins of the vampire race awakened Akasha, Queen of the Damed and mother of all vampires, from her 6,000 year sleep. Awake and angry, Akasha plans to save mankind from itself by elevating herself and her chosen son/lover to the level of the gods.

As these three threads wind seamlessly together, the origins and culture of vampires are revealed, as is the length and breadth of their effect on the mortal world. The threads are brought together in the twentieth century when the fate of the living and the living dead is rewritten. 
([source][1])


  [1]: http://annerice.com/Bookshelf-QueenDamned.html"
""The Queen of the Tearling"",""Erika Johansen"","""",""OL19670336W"",""https://openlibrary.org/works/OL19670336W"",
""The Queen's Poisoner"",""Jeff Wheeler"","""",""OL19325292W"",""https://openlibrary.org/works/OL19325292W"",
""The Queens of Camelot: The Complete Series"",""Sarah Zettel"",""1504057805"","""","""",
""The Radium Girls: The Dark Story of America’s Shining Women"",""Kate  Moore"","""",""OL19850073W"",""https://openlibrary.org/works/OL19850073W"",
""The Rat Collector"",""Chris Yee"",""0997353600"",""OL33035950W"",""https://openlibrary.org/works/OL33035950W"",
""The Raven"",""Gustave Doré"",""0486290727"","""","""","""The Raven"" is a narrative poem by American writer Edgar Allan Poe. First published in January 1845, the poem is often noted for its musicality, stylized language, and supernatural atmosphere. It tells of a talking raven's mysterious visit to a distraught lover, tracing the man's slow descent into madness. The poem makes use of folk, mythological, religious, and classical references. ""The Raven"" was first attributed to Poe in print in the New York Evening Mirror on January 29, 1845."
""The Raven King"",""Maggie Stiefvater"",""0545860350"","""","""","For years, Gansey has been on a quest to find a lost king. One by one, he's drawn others into his mission: Ronan, who steals from dreams; Adam, whose life is no longer his own; Noah, whose life is no longer a life; and Blue, who loves Gansey … and is certain she is destined to kill him.

*Nothing dead can be trusted.*

*Now the endgame has begun.*

*Nothing living is safe.*

Dreams and nightmares are converging. Love and loss are inseparable. And the quest refuses to be pinned to a path."
""The Regular Guy: A Nathan McNamara Story"",""Elicia Hyder"","""","""","""",
""The Remains of the Day"",""Kazuo Ishiguro"","""",""OL59048W"",""https://openlibrary.org/works/OL59048W"",
""The Reset"",""Avi Datta"",""1647047463"",""OL36480000W"",""https://openlibrary.org/works/OL36480000W"",
""The Residence: Inside the Private World of the White House"",""Kate Andersen Brower"",""0062476017"","""","""","America's First Families are unknowable in many ways. No one has insight into their true character like the people who serve their meals and make their beds every day. Full of stories and details by turns dramatic, humorous, and heartwarming, The Residence reveals daily life in the White House as it is really lived through the voices of the maids, butlers, cooks, florists, doormen, engineers, and others who tend to the needs of the President and First Family. These dedicated professionals maintain the six-floor mansion's 132 rooms, 35 bathrooms, 28 fireplaces, three elevators, and eight staircases, and prepare everything from hors d'oeuvres for intimate gatherings to meals served at elaborate state dinners. Over the course of the day, they gather in the lower level's basement kitchen to share stories, trade secrets, forge lifelong friendships, and sometimes even fall in love. Combining first-person anecdotes from extensive interviews with scores of White House staff members with archival research, Kate Andersen Brower tells their story. She reveals the intimacy between the First Family and the people who serve them, as well as tension that has shaken the staff over the decades. From the housekeeper and engineer who fell in love while serving President Reagan to Jackie Kennedy's private moment of grief with a beloved staffer after her husband's assassination to the tumultuous days surrounding President Nixon's resignation and President Clinton's impeachment battle, The Residence is full of surprising and moving details that illuminate day-to-day life at the White House."
""The Roanoke Girls"",""Amy Engel"",""1101906669"","""","""","Returning to her family's Kansas estate in the hopes of discovering the fate of her missing cousin, Lane reconnects with a young man from her past and is confronted by dark family secrets that prompted her to flee years earlier."
""The Rose Code"",""Kate Quinn"",""0062943472"",""OL21171268W"",""https://openlibrary.org/works/OL21171268W"",
""The Rosie Result"",""Graeme Simsion"",""1925773817"","""","""",
""The Rosie Result"",""Graeme Simsion"",""1925773477"",""OL20063593W"",""https://openlibrary.org/works/OL20063593W"",
""The Rule of Many"",""Ashley Saunders"",""1542043697"",""OL20894955W"",""https://openlibrary.org/works/OL20894955W"",
""The Rule of One"",""Ashley Saunders"",""1503954943"","""","""",
""The Sacrifice"",""Elicia Hyder"","""",""OL20552568W"",""https://openlibrary.org/works/OL20552568W"",
""The School for Good Mothers"",""Jessamine Chan"","""","""","""",
""The Second Compound"",""Bob Blink"","""","""","""",
""The Secret Diary of Anne Boleyn"",""Robin Maxwell"",""0684849690"","""","""","A diary written by the second wife of King Henry VIII in which she recounts her life as lady-in-waiting to the queen while fending off royal advances until he breaks with Rome, divorces and marries her. The diary, which ends when she is beheaded, is filled with advice to her daughter on the way to handle men. The diary is found by her daughter after she becomes Queen Elizabeth I. Anne Boleyn was the second of Henry's six wives, doomed to be beloved, betrayed, and beheaded. When Henry fell madly in love with her upon her return from the French court, where she was educated, he was already married to Catherine of Aragon. But his passion for Anne was great enough to rock the foundations of England and of all Christendom. When the pope refused to dissolve his marriage to Catherine, Henry broke with Rome, founded the Church of England with himself at its head, and married Anne. But all too soon his passion faded; when Anne bore him not the promised son but a daughter, Elizabeth, Henry forsook her for another love, schemed against her, and ultimately had her sentenced to death. In Robin Maxwell's captivating new novel, Anne has kept, unbeknownst to the king, a secret diary that she presses into the hands of a confidante before she is put to death. She says it is a gift for the daughter she will never know. Years later, soon after Elizabeth ascends to the throne, Anne's confidante brings the precious diary to the young queen. In it, Elizabeth learns the truth about her much-maligned mother: her fierce determination, her hard-won knowledge about being a woman in a world ruled by despotic men, and her deep-seated love for the infant daughter taken from her shortly after her birth. These revelations shake Elizabeth to the core. As her mother's conquests and defeats unfold before her eyes, Elizabeth finds in them an echo of her own drama as a passionate young woman at the center of power. She too is besieged by the counsels and betrayals of the men around her - including those"
""The Secrets We Keep"",""Trisha Leaver"",""0374300461"","""","""","""When her identical twin sister Maddy is killed in a car accident, seventeen-year-old Ella assumes Maddy's life, only to discover that it was filled with dark secrets""--"
""The Selection"",""Kiera Cass"",""0062059939"","""","""","For thirty-five girls, the Selection is the chance of a lifetime. The opportunity to escape the life laid out for them since birth. To be swept up in a world of glittering gowns and priceless jewels. To live in a palace and compete for the heart of gorgeous Prince Maxon.

But for America Singer, being Selected is a nightmare. It means turning her back on her secret love with Aspen, who is a caste below her. Leaving her home to enter a fierce competition for a crown she doesn't want. Living in a palace that is constantly threatened by violent rebel attacks.

Then America meets Prince Maxon. Gradually, she starts to question all the plans she's made for herself—and realizes that the life she's always dreamed of may not compare to a future she never imagined."
""The Sense of an Ending"",""Julian Barnes"","""",""OL15991772W"",""https://openlibrary.org/works/OL15991772W"",
""The Serpent and the Wings of Night"",""Carissa Broadbent"","""",""OL38687712W"",""https://openlibrary.org/works/OL38687712W"",
""The Seven Husbands of Evelyn Hugo"",""Taylor Jenkins Reid"",""1501139231"","""","""","Aging and reclusive Hollywood movie icon Evelyn Hugo is finally ready to tell the truth about her glamorous and scandalous life. But when she chooses unknown magazine reporter Monique Grant for the job, no one is more astounded than Monique herself. Why her? Why now?

Monique is not exactly on top of the world. Her husband has left her, and her professional life is going nowhere. Regardless of why Evelyn has selected her to write her biography, Monique is determined to use this opportunity to jumpstart her career.

Summoned to Evelyn's luxurious apartment, Monique listens in fascination as the actress tells her story. From making her way to Los Angeles in the 1950s to her decision to leave show business in the '80s, and, of course, the seven husbands along the way, Evelyn unspools a tale of ruthless ambition, unexpected friendship, and a great forbidden love. Monique begins to feel a very real connection to the legendary star, but as Evelyn's story near its conclusion, it becomes clear that her life intersects with Monique's own in tragic and irreversible ways.

Written with Reid's signature talent for creating ""complex, likable characters"" (Real Simple), this is a mesmerizing journey through the splendor of old Hollywood into the harsh realities of the present day as two women struggle with what it means—and what it costs—to face the truth"
""The Shadow Queen"",""C.J. Redwine"",""0062360248"","""","""","In this retelling of Snow White follows the adventures of Lorelai, an exiled princess who is being pursued by a magic-wielding prince serving as the personal huntsman for evil queen Irina, who has charged him with bringing her Lorelai's heart.

Lorelai, an exiled princess, is being pursued by a magic-wielding prince serving as the personal huntsman for an evil queen. Irina has charged Prince Kol with bringing her Lorelai's heart, and he must comply in order to save his kingdom from an invading army of magic-wielding ogres. But neither Lorelai nor Irina is going down without a fight...."
""The Shadow of the Wind"",""Carlos Ruiz Zafón"","""",""OL36433603W"",""https://openlibrary.org/works/OL36433603W"",
""The Shallows: What the Internet Is Doing to Our Brains"",""Nicholas Carr"",""0393339750"","""","""","Examines the influences computer-delivered information may have on human cognition using Marshall McLuhan as the hook, the history of communication as the trajectory, and brain science as the tool."
""The Silent Patient"",""Alex Michaelides"",""1250301696"","""","""","Alicia Berenson’s life is seemingly perfect. One evening her husband Gabriel returns home late from a fashion shoot, and Alicia shoots him five times in the face, and then never speaks another word. Alicia’s refusal to talk, or give any kind of explanation, turns a domestic tragedy into something far grander, a mystery that captures the public imagination and casts Alicia into notoriety. The price of her art skyrockets, and she, the silent patient, is hidden away from the tabloids and spotlight at the Grove, a secure forensic unit in North London. Theo Faber is a criminal psychotherapist who has waited a long time for the opportunity to work with Alicia. His determination to get her to talk and unravel the mystery of why she shot her husband takes him down a twisting path into his own motivations–a search for the truth that threatens to consume him."
""The Siren"",""Elicia Hyder"",""1945775025"",""OL32946548W"",""https://openlibrary.org/works/OL32946548W"",
""The Song of Achilles"",""Madeline Miller"",""1408816032"","""","""","This is the story of the seige of Troy from the perspective of Achilles best-friend Patroclus.  Although Patroclus is outcast from his home for disappointing his father he manages to be the only mortal who can keep up with the half-God Archilles.  Even though many will know the facts behind the story the telling is fresh and engaging."
""The Song of the Jade Lily"",""Kirsty Manning"","""",""OL20153023W"",""https://openlibrary.org/works/OL20153023W"",
""The Soul Summoner"",""Elicia Hyder"","""",""OL44157401W"",""https://openlibrary.org/works/OL44157401W"",
""The Space Between Worlds"",""Micaiah Johnson"","""",""OL20884745W"",""https://openlibrary.org/works/OL20884745W"",
""The Spies That Bind"",""Ally Carter"","""",""OL20828172W"",""https://openlibrary.org/works/OL20828172W"",
""The Story of a New Name"",""Elena Ferrante"","""",""OL34777467W"",""https://openlibrary.org/works/OL34777467W"",
""The Stranger in the Woods: The Extraordinary Story of the Last True Hermit"",""Michael Finkel"",""1101924926"","""","""","""For readers of Jon Krakauer and The Lost City of Z, a remarkable tale of survival and solitude--the true story of a man who lived alone in a tent in the Maine woods, never talking to another person and surviving by stealing supplies from nearby cabins for twenty-seven years. In 1986, twenty-year-old Christopher Knight left his home in Massachusetts, drove to Maine, and disappeared into the woods. He would not have a conversation with another human being until nearly three decades later when he was arrested for stealing food. Living in a tent even in winter, he had survived by his wits and courage, developing ingenious ways to store food and water, to avoid freezing to death. He broke into nearby cottages for food, clothes, reading material, and other provisions, taking only what he needed, but terrifying a community never able to solve the mysterious burglaries. Based on extensive interviews with Knight himself, this is a vividly detailed account of the why and how of his secluded life--as well as the challenges he has faced returning to the world. A riveting story of survival that asks fundamental questions about solitude, community, and what makes a good life, and a deeply moving portrait of a man who was determined to live his own way, and succeeded""--Publisher description."
""The Suicide Merchant"",""Cheyne Peck"",""1665737921"","""","""",
""The Summer that Melted Everything"",""Tiffany   McDaniel"",""1250078067"","""","""","""Fielding Bliss has never forgotten the summer of 1984: the year a heat wave scorched Breathed, Ohio. The year he became friends with the devil. Sal seems to appear out of nowhere - a bruised and tattered thirteen-year-old boy claiming to be the devil himself answering an invitation. Fielding Bliss, the son of a local prosecutor, brings him home where he's welcomed into the Bliss family, assuming he's a runaway from a nearby farm town. When word spreads that the devil has come to Breathed, not everyone is happy to welcome this self-proclaimed fallen angel. Murmurs follow him and tensions rise, along with the temperatures as an unbearable heat wave rolls into town right along with him. As strange accidents start to occur, riled by the feverish heat, some in the town start to believe that Sal is exactly who he claims to be. While the Bliss family wrestles with their own personal demons, a fanatic drives the town to the brink of a catastrophe that will change this sleepy Ohio backwater forever.""--"
""The Sun Does Shine: How I Found Life and Freedom on Death Row"",""Anthony Ray Hinton"",""1250124719"","""","""","""A powerful, revealing story of hope, love, justice, and the power of reading by a man who spent thirty years on death row for a crime he didn't commit""--"
""The Surge"",""Willow Rose"","""",""OL20879459W"",""https://openlibrary.org/works/OL20879459W"",
""The Survivalists"",""Kashana Cauley"",""1593767277"","""","""",
""The Tainted Cup"",""Robert Jackson Bennett"",""1984820702"","""","""",
""The Taken"",""Elicia Hyder"","""",""OL44157401W"",""https://openlibrary.org/works/OL44157401W"",
""The Tao of Pooh"",""Benjamin Hoff"",""1405204265"","""","""","The how of Pooh? 
The Tao of who? 
The Tao of Pooh!?! 

Yes, Winnie-the-Pooh has a certain Way about him, a way of doing things that has made him the world's most beloved bear. In these pages Benjamin Hoff shows that Pooh's Way is amazingly consistent with the principles of living envisioned long ago by the Chinese founders of Taoism. The author's explanation of Taoism is through Pooh, and Pooh through Taoism, shows that this is not simply an ancient and remote philosophy but something you can use, here and now.

And what is Taoism? It's really very simple. It calls for living without preconceived ideas about how life should be lived--but it's not a preconception of how life--It's... Well, you'd do better to read this book, and listen to Pooh, if you really want to find out.
--front flap"
""The Tattooist of Auschwitz"",""Heather   Morris"","""",""OL19661009W"",""https://openlibrary.org/works/OL19661009W"",
""The Tell-Tale Heart"",""Byron Glaser"",""0871917726"","""","""","""The Tell-Tale Heart"" is a short story by American writer Edgar Allan Poe, first published in James Russell Lowell's The Pioneer in January 1843. ""The Tell-Tale Heart"" is often considered a classic of the Gothic fiction genre and is one of Poe's best known short stories. It is related by an unnamed narrator who endeavors to convince the reader of the narrator's sanity while simultaneously describing a murder the narrator committed."
""The Ten Thousand Doors of January"",""Alix E. Harrow"",""0316421995"","""","""","In a sprawling mansion filled with peculiar treasures, January Scaller is a curiosity herself. As the ward of the wealthy Mr. Locke, she feels little different from the artifacts that decorate the halls: carefully maintained, largely ignored, and utterly out of place.

The she finds a strange book. A book that carries the scent of other worlds, and tells a tale of secret doors, of love, adventure, and danger. Each page turn reveals impossible truths about the world, and January discovers a story increasingly entwined with her own.

This description comes from the publisher."
""The Tenth Girl"",""Sara Faring"",""1250304504"","""","""",
""The Thief's Daughter"",""Jeff Wheeler"",""1503990001"","""","""",
""The Things I Didn't Do"",""Charlotte Barnes"",""1504073991"","""","""",
""The Things We Wish Were True"",""Marybeth Mayhew Whalen"",""1503991067"","""","""",
""The Thirteenth Tale"",""Diane Setterfield"",""0743298020"","""","""","Sometimes, when you open the door to the past, what you confront is your destiny.
Reclusive author Vida Winter, famous for her collection of twelve enchanting stories, has spent the past six decades penning a series of alternate lives for herself. Now old and ailing, she is ready to reveal the truth about her extraordinary existence and the violent and tragic past she has kept secret for so long. Calling on Margaret Lea, a young biographer troubled by her own painful history, Vida disinters the life she meant to bury for good. Margaret is mesmerized by the author's tale of gothic strangeness -- featuring the beautiful and willful Isabelle, the feral twins Adeline and Emmeline, a ghost, a governess,a topiary garden and a devastating fire. Together, Margaret and Vida confront the ghosts that have haunted them while becoming, finally, transformed by the truth themselves."
""The Thousandth Floor"",""Katharine McGee"","""",""OL20042206W"",""https://openlibrary.org/works/OL20042206W"",
""The Thread of Laurel Creek (Sweat and Silence Series)"",""Dianna Aubin"","""","""","""",
""The Three Lives of Alix St Pierre"",""Natasha Lester"",""0733647227"","""","""",
""The Thursday Murder Club"",""Richard Osman"","""",""OL20878311W"",""https://openlibrary.org/works/OL20878311W"",
""The Time Traveler's Wife"",""Audrey Niffenegger"",""1939126010"",""OL4720160W"",""https://openlibrary.org/works/OL4720160W"",
""The Tipping Point: How Little Things Can Make a Big Difference"",""Malcolm Gladwell"","""","""","""",
""The Toll"",""Neal Shusterman"",""1481497065"","""","""","I DO NOT SPEAK WITH THE VOICE OF THE THUNDER.

**BUT THE THUNDER DOES SPEAK THROUGH ME.**

Citra and Rowan have disappeared. Endura is gone. It seems like nothing stands between Scythe Goddard and absolute dominion over the world scythedom. With the silence of the Thunderhead and the reverberations of the Great Resonance still shaking the earth to its core, the question remains: Is there anyone left who can stop him?

The answer lies in the Tone, the Toll, and the Thunder.

In the highly anticipated finale to the *New York Times* bestselling trilogy, dictators, prophets, and tensions rise. In a world that's conquered death, will humanity finally be torn asunder by the immortal beings it created?

This description comes from the publisher. *The Toll* is the third book in the Arc of the Scythe series, the first of which is *Scythe*."
""The Towering Sky"",""Katharine McGee"","""",""OL19764697W"",""https://openlibrary.org/works/OL19764697W"",
""The Tragedy of Arthur"",""Arthur Phillips"",""1400066476"","""","""",
""The Trapdoor"",""Andrew Klavan"",""0575602309"","""","""",
""The Traveler #1-3"",""Tom Abrahams"","""","""","""",
""The Truce"",""Mario Benedetti"","""","""","""",
""The Truth About Forever"",""Sarah Dessen"",""0142406252"","""","""","The summer following her father's death, Macy plans to work at the library and wait for her brainy boyfriend to return from camp, but instead she goes to work at a catering business where she makes new friends and finally faces her grief.

After her father's death, Macy waits for her brainy boyfriend to return from camp and goes to work at a catering business where she makes new friends and finally faces her grief. The plot contains profanity, sexual situations, and alcohol use."
""The Turn: The Hollows Begins with Death"",""Kim Harrison"",""1501108719"","""","""",
""The Two Week Curse"",""Michael  Chatfield"",""1989377491"",""OL24134693W"",""https://openlibrary.org/works/OL24134693W"",
""The Ultimate Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy"," #1-5)"",""Douglas Adams"",""0345453743"","""","The Hitchhiker's Guide to the Galaxy is the first of six books in the Hitchhiker's Guide to the Galaxy comedy science fiction ""hexalogy"" by Douglas Adams. The novel is an adaptation of the first four parts of Adams's radio series of the same name. The novel was first published in London on 12 October 1979. It sold 250,000 copies in the first three months.

The namesake of the novel is The Hitchhiker's Guide to the Galaxy, a fictional guide book for hitchhikers (inspired by the Hitch-hiker's Guide to Europe) written in the form of an encyclopaedia.


----------
Also contained in:

 - [The Hitch Hiker's Guide to the Galaxy: A Trilogy in Four Parts][1]
 - [The More than Complete Hitchhiker's Guide][2]
 - [Ultimate Hitchhiker's Guide to the Galaxy](https://openlibrary.org/works/OL2163706W)

  [1]: https://openlibrary.org/works/OL2163692W
  [2]: https://openlibrary.org/works/OL2163713W"
""The Unbearable Lightness of Being"",""Milan Kundera"",""0571224385"","""","""","Interweaves story and dream, past and present, and philosophy and poetry in a sardonic and erotic tale of two couples--Tomas and Teresa, and Sabina and her Swiss lover, Gerhart."
""The Undead Pool"",""Kim Harrison"",""0061957933"","""","""",
""The Utterly Uninteresting and Unadventurous Tales of Fred"," the Vampire Accountant"",""Drew  Hayes"","""",""OL19861566W"",
""The Vampire Armand"",""Anne Rice"",""0345434803"","""","""","The previous volume of the Vampire Chronicles, Memnoch the Devil, was called 'a modern Paradise Lost' by the Washington Post. Taking the Vampire Lestat from fiction into legend, it left him lying in a New Orleans convent, at the edge of death. Magnificent and electrifying, this new volume in the Vampire Chronicles returns to the glittering story of Armand, mesmerizing leader of the vampire coven at the eighteenth-century Theatre des Vampires in Paris (seductively played by Antonio Banderas in the film of Interview with the Vampire). Snatched from the steppes of Russia as a child, and sold as a slave in Renaissance Venice, Armand's story sweeps through several hundred years, to New Orleans at the end of the twentieth century, where Lestat lies waiting for immortality, and the legend continues to grow...."
""The Vampire Files"," Volume 1 (Vampire Files"," #1-3)"",""P.N. Elrod"",""0441010903"","Once again Jean M. Auel opens the door of a time long past to reveal an age of wonder and danger at the dawn of the modern human race. With all the consummate storytelling artistry and vivid authenticity she brought to The Clan of the Cave Bear and its sequel, The Valley of Horses, Jean M. Auel continues the breathtaking epic journey of the woman called Ayla.

Riding Whinney with Jondalar, the man she loves, and followed by the mare’s colt, Ayla ventures into the land of the Mamutoi--the Mammoth Hunters. She has finally found the Others she has been seeking. Though Ayla must learn their different customs and language, she is adopted because of her remarkable hunting ability, singular healing skills, and uncanny fire-making technique. Bringing back the single pup of a lone wolf she has killed, Ayla shows the way she tames animals. She finds women friends and painful memories of the Clan she left behind, and meets Ranec, the dark-skinned, magnetic master carver of ivory, whom she cannot refuse--inciting Jondalar to a fierce jealousy that he tries to control by avoiding her. Unfamiliar with the ways of the Others, Ayla misunderstands, and thinking Jondalar no longer loves her, she turns more to Ranec. Throughout the icy winter the tension mounts, but warming weather will bring the great mammoth hunt and the mating rituals of the Summer Meeting, when Ayla must choose to remain with Ranec and the Mamutoi, or to follow Jondalar on a long journey into an unknown future."
""The Vampire Knitting Club"",""Nancy Warren"",""1928145485"",""OL20545941W"",""https://openlibrary.org/works/OL20545941W"",
""The Vanished Birds"",""Simon Jimenez"",""0593128982"","""","""",
""The Veil #1-3"",""Pippa DaCosta"","""","""","""",
""The Wager: A Tale of Shipwreck"," Mutiny and Murder"",""David Grann"",""0385534264"","""","A grand mystery reaching back centuries. A sensational disappearance that made headlines around the world. A quest for truth that leads to death, madness or disappearance for those who seek to solve it. The Lost City of Z is a blockbuster adventure narrative about what lies beneath the impenetrable jungle canopy of the Amazon. After stumbling upon a hidden trove of diaries, acclaimed New Yorker writer David Grann set out to solve ""the greatest exploration mystery of the twentieth century"": What happened to the British explorer Percy Fawcett and his quest for the Lost City of Z?In 1925 Fawcett ventured into the Amazon to find an ancient civilization, hoping to make one of the most important discoveries in history. For centuries Europeans believed the world's largest jungle concealed the glittering kingdom of El Dorado. Thousands had died looking for it, leaving many scientists convinced that the Amazon was truly inimical to humankind. But Fawcett, whose daring expeditions helped inspire Conan Doyle's The Lost World, had spent years building his scientific case. Captivating the imagination of millions around the globe, Fawcett embarked with his twenty-one-year-old son, determined to prove that this ancient civilization--which he dubbed ""Z""--existed. Then he and his expedition vanished.Fawcett's fate--and the tantalizing clues he left behind about ""Z""--became an obsession for hundreds who followed him into the uncharted wilderness. For decades scientists and adventurers have searched for evidence of Fawcett's party and the lost City of Z. Countless have perished, been captured by tribes, or gone mad. As David Grann delved ever deeper into the mystery surrounding Fawcett's quest, and the greater mystery of what lies within the Amazon, he found himself, like the generations who preceded him, being irresistibly drawn into the jungle's ""green hell."" His quest for the truth and his stunning discoveries about Fawcett's fate and ""Z"" form the heart of this complex, enthralling"
""The Watchmaker of Dachau"",""Carly Schabowski"",""1838886400"","""","""",
""The Watchmaker's Daughter: The True Story of World War II Heroine Corrie ten Boom"",""Larry Loftis"",""0063234580"","""","""",
""The Wedding People"",""Alison Espach"","""",""OL37618227W"",""https://openlibrary.org/works/OL37618227W"",
